x,z
-546.919594,-7005.402233
-546.546321,-7006.329954
-546.169780,-7007.256354
-545.789975,-7008.181419
-545.406910,-7009.105140
-545.020591,-7010.027505
-544.631022,-7010.948502
-544.238208,-7011.868119
-543.842154,-7012.786346
-543.442865,-7013.703170
-543.040346,-7014.618581
-542.634602,-7015.532568
-542.225638,-7016.445117
-541.813458,-7017.356220
-541.398069,-7018.265863
-540.979475,-7019.174036
-540.557682,-7020.080727
-540.132694,-7020.985926
-539.704517,-7021.889620
-539.273157,-7022.791799
-538.838619,-7023.692452
-538.400907,-7024.591567
-537.960028,-7025.489133
-537.515987,-7026.385139
-537.068790,-7027.279574
-536.618441,-7028.172426
-536.164948,-7029.063685
-535.708315,-7029.953339
-535.248547,-7030.841378
-534.785652,-7031.727791
-534.319634,-7032.612565
-533.850499,-7033.495691
-533.378254,-7034.377158
-532.902903,-7035.256954
-532.424453,-7036.135068
-531.942911,-7037.011490
-531.458281,-7037.886209
-530.970569,-7038.759213
-530.479783,-7039.630492
-529.985928,-7040.500036
-529.489010,-7041.367833
-528.989035,-7042.233872
-528.486010,-7043.098143
-527.979941,-7043.960636
-527.470834,-7044.821338
-526.958695,-7045.680240
-526.443531,-7046.537331
-525.925348,-7047.392601
-525.404153,-7048.246037
-524.879952,-7049.097631
-524.352751,-7049.947372
-523.822558,-7050.795248
-523.289379,-7051.641249
-522.753220,-7052.485366
-522.214088,-7053.327587
-521.671989,-7054.167901
-521.126932,-7055.006299
-520.578921,-7055.842770
-520.027965,-7056.677303
-519.474070,-7057.509889
-518.917242,-7058.340517
-518.357490,-7059.169176
-517.794819,-7059.995856
-517.229237,-7060.820547
-516.660750,-7061.643239
-516.089366,-7062.463922
-515.515093,-7063.282585
-514.937936,-7064.099217
-514.357903,-7064.913810
-513.775002,-7065.726353
-513.189240,-7066.536835
-512.600624,-7067.345247
-512.009161,-7068.151578
-511.414858,-7068.955819
-510.817724,-7069.757960
-510.217765,-7070.557990
-509.614989,-7071.355900
-509.009404,-7072.151679
-508.401016,-7072.945319
-507.789834,-7073.736808
-507.175865,-7074.526138
-506.559116,-7075.313297
-505.939597,-7076.098278
-505.317313,-7076.881069
-504.692273,-7077.661661
-504.064484,-7078.440044
-503.433956,-7079.216209
-502.800694,-7079.990146
-502.164707,-7080.761846
-501.526004,-7081.531298
-500.884591,-7082.298494
-500.240478,-7083.063423
-499.593671,-7083.826076
-498.944179,-7084.586444
-498.292011,-7085.344517
-497.637173,-7086.100286
-496.979675,-7086.853742
-496.319525,-7087.604875
-495.656730,-7088.353675
-494.991299,-7089.100134
-494.323240,-7089.844241
-493.652562,-7090.585989
-492.979272,-7091.325367
-492.303380,-7092.062367
-491.624894,-7092.796979
-490.943821,-7093.529195
-490.260171,-7094.259004
-489.573952,-7094.986398
-488.885173,-7095.711369
-488.193842,-7096.433906
-487.499967,-7097.154001
-486.803558,-7097.871645
-486.104623,-7098.586830
-485.403170,-7099.299545
-484.699209,-7100.009783
-483.992748,-7100.717534
-483.283796,-7101.422790
-482.572362,-7102.125542
-481.858454,-7102.825781
-481.142082,-7103.523499
-480.423254,-7104.218687
-479.701980,-7104.911335
-478.978268,-7105.601436
-478.252127,-7106.288982
-477.523566,-7106.973962
-476.792595,-7107.656370
-476.059222,-7108.336196
-475.323457,-7109.013432
-474.585309,-7109.688069
-473.844786,-7110.360100
-473.101899,-7111.029516
-472.356656,-7111.696308
-471.609066,-7112.360468
-470.859140,-7113.021988
-470.106885,-7113.680860
-469.352312,-7114.337076
-468.595430,-7114.990626
-467.836249,-7115.641505
-467.074777,-7116.289702
-466.311025,-7116.935210
-465.545001,-7117.578022
-464.776716,-7118.218129
-464.006178,-7118.855522
-463.233398,-7119.490195
-462.458385,-7120.122140
-461.681148,-7120.751347
-460.901698,-7121.377811
-460.120044,-7122.001522
-459.336195,-7122.622473
-458.550163,-7123.240657
-457.761955,-7123.856066
-456.971582,-7124.468691
-456.179054,-7125.078526
-455.384381,-7125.685563
-454.587573,-7126.289794
-453.788639,-7126.891212
-452.987589,-7127.489809
-452.184434,-7128.085578
-451.379183,-7128.678511
-450.571847,-7129.268602
-449.762435,-7129.855842
-448.950957,-7130.440225
-448.137425,-7131.021743
-447.321846,-7131.600389
-446.504233,-7132.176156
-445.684595,-7132.749036
-444.862941,-7133.319023
-444.039284,-7133.886110
-443.213632,-7134.450288
-442.385995,-7135.011552
-441.556385,-7135.569894
-440.724812,-7136.125308
-439.891285,-7136.677786
-439.055816,-7137.227322
-438.218414,-7137.773909
-437.379090,-7138.317540
-436.537854,-7138.858208
-435.694718,-7139.395906
-434.849691,-7139.930629
-434.002783,-7140.462368
-433.154007,-7140.991119
-432.303371,-7141.516873
-431.450886,-7142.039625
-430.596564,-7142.559367
-429.740415,-7143.076095
-428.882449,-7143.589800
-428.022677,-7144.100477
-427.161109,-7144.608120
-426.297758,-7145.112721
-425.432632,-7145.614275
-424.565743,-7146.112776
-423.697102,-7146.608217
-422.826720,-7147.100593
-421.954607,-7147.589896
-421.080774,-7148.076122
-420.205233,-7148.559263
-419.327993,-7149.039314
-418.449066,-7149.516270
-417.568463,-7149.990123
-416.686194,-7150.460869
-415.802271,-7150.928500
-414.916705,-7151.393013
-414.029507,-7151.854400
-413.140687,-7152.312656
-412.250257,-7152.767775
-411.358228,-7153.219752
-410.464611,-7153.668581
-409.569417,-7154.114256
-408.672657,-7154.556772
-407.774342,-7154.996124
-406.874484,-7155.432305
-405.973094,-7155.865311
-405.070182,-7156.295136
-404.165761,-7156.721775
-403.259841,-7157.145222
-402.352433,-7157.565473
-401.443549,-7157.982521
-400.533201,-7158.396363
-399.621399,-7158.806992
-398.708155,-7159.214403
-397.793480,-7159.618592
-396.877385,-7160.019553
-395.959883,-7160.417282
-395.040984,-7160.811774
-394.120700,-7161.203023
-393.199042,-7161.591024
-392.276021,-7161.975774
-391.351650,-7162.357267
-390.425939,-7162.735498
-389.498901,-7163.110463
-388.570546,-7163.482157
-387.640887,-7163.850576
-386.709934,-7164.215714
-385.777699,-7164.577567
-384.844195,-7164.936132
-383.909432,-7165.291402
-382.973422,-7165.643375
-382.036177,-7165.992045
-381.097709,-7166.337408
-380.158028,-7166.679461
-379.217148,-7167.018198
-378.275079,-7167.353615
-377.331833,-7167.685709
-376.387422,-7168.014475
-375.441858,-7168.339909
-374.495152,-7168.662007
-373.547317,-7168.980765
-372.598363,-7169.296179
-371.648303,-7169.608245
-370.697149,-7169.916960
-369.744912,-7170.222318
-368.791605,-7170.524318
-367.837238,-7170.822954
-366.881825,-7171.118224
-365.925376,-7171.410123
-364.967904,-7171.698648
-364.009421,-7171.983795
-363.049938,-7172.265561
-362.089468,-7172.543942
-361.128023,-7172.818935
-360.165613,-7173.090536
-359.202252,-7173.358742
-358.237952,-7173.623550
-357.272723,-7173.884956
-356.306579,-7174.142958
-355.339531,-7174.397551
-354.371592,-7174.648733
-353.402773,-7174.896500
-352.433087,-7175.140850
-351.462544,-7175.381780
-350.491159,-7175.619286
-349.518942,-7175.853365
-348.545906,-7176.084015
-347.572062,-7176.311233
-346.597424,-7176.535016
-345.622002,-7176.755361
-344.645810,-7176.972265
-343.668859,-7177.185727
-342.691161,-7177.395742
-341.712729,-7177.602308
-340.733575,-7177.805424
-339.753711,-7178.005086
-338.773149,-7178.201291
-337.791901,-7178.394038
-336.809979,-7178.583325
-335.827396,-7178.769147
-334.844165,-7178.951505
-333.860296,-7179.130394
-332.875803,-7179.305813
-331.890697,-7179.477760
-330.904991,-7179.646233
-329.918697,-7179.811228
-328.931828,-7179.972746
-327.944395,-7180.130783
-326.956412,-7180.285337
-325.967889,-7180.436407
-324.978840,-7180.583990
-323.989277,-7180.728085
-322.999211,-7180.868690
-322.008657,-7181.005804
-321.017624,-7181.139424
-320.026127,-7181.269549
-319.034178,-7181.396177
-318.041788,-7181.519307
-317.048970,-7181.638937
-316.055736,-7181.755066
-315.062099,-7181.867692
-314.068071,-7181.976814
-313.073665,-7182.082431
-312.078892,-7182.184540
-311.083766,-7182.283142
-310.088298,-7182.378234
-309.092501,-7182.469816
-308.096387,-7182.557886
-307.099969,-7182.642443
-306.103259,-7182.723487
-305.106269,-7182.801016
-304.109012,-7182.875029
-303.111501,-7182.945525
-302.113747,-7183.012504
-301.115763,-7183.075965
-300.117562,-7183.135906
-299.119155,-7183.192327
-298.120556,-7183.245228
-297.121776,-7183.294608
-296.122829,-7183.340465
-295.123726,-7183.382800
-294.124480,-7183.421613
-293.125103,-7183.456901
-292.125609,-7183.488666
-291.126008,-7183.516907
-290.126314,-7183.541622
-289.126539,-7183.562813
-288.126696,-7183.580479
-287.126796,-7183.594619
-286.126853,-7183.605234
-285.126879,-7183.612323
-284.126885,-7183.615886
-283.126886,-7183.615923
-282.126893,-7183.612434
-281.126918,-7183.605420
-280.126974,-7183.594879
-279.127073,-7183.580814
-278.127228,-7183.563222
-277.127452,-7183.542106
-276.127756,-7183.517464
-275.128153,-7183.489298
-274.128656,-7183.457607
-273.129277,-7183.422393
-272.130028,-7183.383655
-271.130922,-7183.341394
-270.131971,-7183.295611
-269.133188,-7183.246305
-268.134585,-7183.193479
-267.136174,-7183.137132
-266.137968,-7183.077265
-265.139980,-7183.013878
-264.142221,-7182.946974
-263.144704,-7182.876551
-262.147442,-7182.802612
-261.150446,-7182.725158
-260.153730,-7182.644188
-259.157306,-7182.559705
-258.161186,-7182.471709
-257.165382,-7182.380201
-256.169907,-7182.285183
-255.174773,-7182.186655
-254.179993,-7182.084619
-253.185578,-7181.979077
-252.191543,-7181.870029
-251.197897,-7181.757477
-250.204655,-7181.641422
-249.211828,-7181.521865
-248.219429,-7181.398809
-247.227470,-7181.272254
-246.235963,-7181.142203
-245.244921,-7181.008657
-244.254356,-7180.871617
-243.264280,-7180.731085
-242.274706,-7180.587064
-241.285646,-7180.439554
-240.297112,-7180.288557
-239.309117,-7180.134077
-238.321673,-7179.976113
-237.334791,-7179.814669
-236.348485,-7179.649747
-235.362767,-7179.481347
-234.377649,-7179.309474
-233.393142,-7179.134128
-232.409260,-7178.955311
-231.426015,-7178.773027
-230.443418,-7178.587278
-229.461483,-7178.398064
-228.480221,-7178.205390
-227.499644,-7178.009257
-226.519765,-7177.809668
-225.540595,-7177.606626
-224.562148,-7177.400132
-223.584435,-7177.190189
-222.607468,-7176.976801
-221.631259,-7176.759969
-220.655821,-7176.539697
-219.681166,-7176.315986
-218.707306,-7176.088841
-217.734253,-7175.858263
-216.762018,-7175.624256
-215.790615,-7175.386822
-214.820055,-7175.145965
-213.850350,-7174.901687
-212.881513,-7174.653991
-211.913555,-7174.402881
-210.946488,-7174.148360
-209.980325,-7173.890430
-209.015077,-7173.629096
-208.050757,-7173.364360
-207.087376,-7173.096225
-206.124947,-7172.824696
-205.163480,-7172.549774
-204.202990,-7172.271464
-203.243486,-7171.989770
-202.284982,-7171.704694
-201.327488,-7171.416240
-200.371018,-7171.124412
-199.415583,-7170.829214
-198.461194,-7170.530648
-197.507864,-7170.228719
-196.555605,-7169.923431
-195.604427,-7169.614788
-194.654344,-7169.302792
-193.705367,-7168.987448
-192.757508,-7168.668761
-191.810778,-7168.346733
-190.865190,-7168.021370
-189.920755,-7167.692674
-188.977484,-7167.360650
-188.035390,-7167.025303
-187.094484,-7166.686636
-186.154779,-7166.344653
-185.216284,-7165.999360
-184.279014,-7165.650759
-183.342978,-7165.298856
-182.408188,-7164.943655
-181.474657,-7164.585160
-180.542396,-7164.223376
-179.611416,-7163.858307
-178.681729,-7163.489957
-177.753347,-7163.118332
-176.826280,-7162.743436
-175.900542,-7162.365274
-174.976142,-7161.983850
-174.053093,-7161.599169
-173.131406,-7161.211236
-172.211093,-7160.820055
-171.292164,-7160.425632
-170.374632,-7160.027971
-169.458508,-7159.627078
-168.543803,-7159.222957
-167.630529,-7158.815613
-166.718696,-7158.405052
-165.808317,-7157.991279
-164.899402,-7157.574298
-163.991964,-7157.154115
-163.086012,-7156.730735
-162.181559,-7156.304163
-161.278615,-7155.874405
-160.377193,-7155.441466
-159.477302,-7155.005351
-158.578955,-7154.566067
-157.682162,-7154.123617
-156.786935,-7153.678008
-155.893284,-7153.229246
-155.001222,-7152.777335
-154.110758,-7152.322282
-153.221904,-7151.864092
-152.334671,-7151.402771
-151.449071,-7150.938325
-150.565113,-7150.470759
-149.682810,-7150.000079
-148.802171,-7149.526291
-147.923209,-7149.049401
-147.045934,-7148.569415
-146.170356,-7148.086338
-145.296487,-7147.600178
-144.424338,-7147.110939
-143.553919,-7146.618629
-142.685241,-7146.123252
-141.818315,-7145.624816
-140.953152,-7145.123326
-140.089763,-7144.618788
-139.228158,-7144.111210
-138.368348,-7143.600597
-137.510344,-7143.086955
-136.654156,-7142.570291
-135.799795,-7142.050612
-134.947272,-7141.527924
-134.096597,-7141.002233
-133.247781,-7140.473546
-132.400834,-7139.941869
-131.555767,-7139.407209
-130.712591,-7138.869574
-129.871315,-7138.328968
-129.031951,-7137.785400
-128.194508,-7137.238875
-127.358998,-7136.689401
-126.525430,-7136.136985
-125.693815,-7135.581633
-124.864164,-7135.023353
-124.036486,-7134.462150
-123.210792,-7133.898033
-122.387092,-7133.331008
-121.565396,-7132.761082
-120.745715,-7132.188263
-119.928059,-7131.612557
-119.112438,-7131.033971
-118.298862,-7130.452514
-117.487341,-7129.868191
-116.677885,-7129.281011
-115.870505,-7128.690980
-115.065210,-7128.098107
-114.262011,-7127.502397
-113.460917,-7126.903860
-112.661938,-7126.302501
-111.865085,-7125.698329
-111.070367,-7125.091352
-110.277793,-7124.481576
-109.487375,-7123.869009
-108.699122,-7123.253659
-107.913043,-7122.635534
-107.129148,-7122.014641
-106.347448,-7121.390987
-105.567951,-7120.764582
-104.790668,-7120.135432
-104.015608,-7119.503545
-103.242780,-7118.868930
-102.472195,-7118.231593
-101.703862,-7117.591544
-100.937791,-7116.948789
-100.173991,-7116.303337
-99.412471,-7115.655197
-98.653241,-7115.004375
-97.896310,-7114.350880
-97.141689,-7113.694721
-96.389385,-7113.035905
-95.639409,-7112.374440
-94.891771,-7111.710336
-94.146478,-7111.043599
-93.403541,-7110.374239
-92.662968,-7109.702263
-91.924770,-7109.027680
-91.188954,-7108.350499
-90.455531,-7107.670728
-89.724509,-7106.988374
-88.995897,-7106.303448
-88.269705,-7105.615957
-87.545942,-7104.925909
-86.824616,-7104.233314
-86.105737,-7103.538180
-85.389313,-7102.840516
-84.675353,-7102.140330
-83.963866,-7101.437631
-83.254862,-7100.732427
-82.548349,-7100.024729
-81.844335,-7099.314543
-81.142829,-7098.601880
-80.443841,-7097.886747
-79.747378,-7097.169155
-79.053450,-7096.449111
-78.362065,-7095.726625
-77.673232,-7095.001706
-76.986959,-7094.274363
-76.303255,-7093.544604
-75.622128,-7092.812440
-74.943587,-7092.077878
-74.267640,-7091.340928
-73.594296,-7090.601600
-72.923562,-7089.859902
-72.255448,-7089.115844
-71.589962,-7088.369435
-70.927111,-7087.620684
-70.266905,-7086.869600
-69.609351,-7086.116194
-68.954457,-7085.360473
-68.302232,-7084.602448
-67.652684,-7083.842129
-67.005821,-7083.079523
-66.361650,-7082.314642
-65.720181,-7081.547494
-65.081420,-7080.778090
-64.445376,-7080.006437
-63.812057,-7079.232547
-63.181470,-7078.456429
-62.553624,-7077.678092
-61.928526,-7076.897547
-61.306184,-7076.114802
-60.686606,-7075.329868
-60.069799,-7074.542754
-59.455771,-7073.753470
-58.844530,-7072.962026
-58.236084,-7072.168432
-57.630439,-7071.372697
-57.027604,-7070.574832
-56.427585,-7069.774847
-55.830391,-7068.972751
-55.236029,-7068.168554
-54.644506,-7067.362266
-54.055830,-7066.553898
-53.470007,-7065.743459
-52.887046,-7064.930960
-52.306953,-7064.116411
-51.729735,-7063.299821
-51.155401,-7062.481201
-50.583956,-7061.660561
-50.015408,-7060.837911
-49.449765,-7060.013262
-48.887032,-7059.186623
-48.327218,-7058.358006
-47.770329,-7057.527420
-47.216372,-7056.694875
-46.665354,-7055.860383
-46.117281,-7055.023952
-45.572161,-7054.185595
-45.030000,-7053.345321
-44.490806,-7052.503140
-43.954584,-7051.659064
-43.421342,-7050.813102
-42.891086,-7049.965265
-42.363822,-7049.115564
-41.839558,-7048.264009
-41.318299,-7047.410610
-40.800053,-7046.555380
-40.284825,-7045.698327
-39.772622,-7044.839463
-39.263451,-7043.978798
-38.757318,-7043.116344
-38.254228,-7042.252110
-37.754189,-7041.386108
-37.257207,-7040.518348
-36.763287,-7039.648841
-36.272436,-7038.777598
-35.784660,-7037.904630
-35.299965,-7037.029947
-34.818357,-7036.153561
-34.339842,-7035.275482
-33.864426,-7034.395722
-33.392115,-7033.514290
-32.922914,-7032.631199
-32.456831,-7031.746459
-31.993869,-7030.860081
-31.534036,-7029.972076
-31.077337,-7029.082456
-30.623777,-7028.191231
-30.173362,-7027.298412
-29.726098,-7026.404010
-29.281991,-7025.508037
-28.841045,-7024.610504
-28.403267,-7023.711422
-27.968661,-7022.810801
-27.537234,-7021.908654
-27.108990,-7021.004992
-26.683935,-7020.099825
-26.262074,-7019.193165
-25.843413,-7018.285023
-25.427956,-7017.375411
-25.015709,-7016.464339
-24.606677,-7015.551820
-24.200865,-7014.637864
-23.798278,-7013.722483
-23.398921,-7012.805688
-23.002798,-7011.887490
-22.609916,-7010.967902
-22.220279,-7010.046934
-21.833891,-7009.124598
-21.450758,-7008.200906
-21.070884,-7007.275868
-20.694274,-7006.349497
-20.320932,-7005.421804
-19.950864,-7004.492800
-19.584073,-7003.562497
-19.220565,-7002.630906
-18.860344,-7001.698040
-18.503415,-7000.763909
-18.149781,-6999.828525
-17.799447,-6998.891901
-17.452418,-6997.954047
-17.108698,-6997.014976
-16.768292,-6996.074698
-16.431202,-6995.133226
-16.097434,-6994.190571
-15.766992,-6993.246745
-15.439880,-6992.301760
-15.116102,-6991.355628
-14.795662,-6990.408360
-14.478564,-6989.459967
-14.164811,-6988.510463
-13.854409,-6987.559858
-13.547360,-6986.608165
-13.243668,-6985.655395
-12.943338,-6984.701561
-12.646373,-6983.746673
-12.352776,-6982.790744
-12.062552,-6981.833786
-11.775703,-6980.875811
-11.492235,-6979.916830
-11.212149,-6978.956855
-10.935449,-6977.995899
-10.662140,-6977.033974
-10.392224,-6976.071090
-10.125704,-6975.107261
-9.862585,-6974.142498
-9.602869,-6973.176814
-9.346559,-6972.210220
-9.093659,-6971.242728
-8.844172,-6970.274350
-8.598101,-6969.305099
-8.355449,-6968.334986
-8.116219,-6967.364024
-7.880414,-6966.392224
-7.648037,-6965.419599
-7.419090,-6964.446160
-7.193577,-6963.471921
-6.971501,-6962.496892
-6.752864,-6961.521086
-6.537669,-6960.544516
-6.325918,-6959.567192
-6.117615,-6958.589129
-5.912762,-6957.610337
-5.711360,-6956.630828
-5.513414,-6955.650616
-5.318925,-6954.669712
-5.127896,-6953.688128
-4.940329,-6952.705877
-4.756227,-6951.722970
-4.575591,-6950.739420
-4.398424,-6949.755240
-4.224729,-6948.770441
-4.054507,-6947.785036
-3.887760,-6946.799037
-3.724491,-6945.812456
-3.564701,-6944.825305
-3.408393,-6943.837597
-3.255569,-6942.849345
-3.106230,-6941.860559
-2.960378,-6940.871253
-2.818015,-6939.881439
-2.679143,-6938.891129
-2.543764,-6937.900336
-2.411879,-6936.909071
-2.283490,-6935.917348
-2.158598,-6934.925178
-2.037206,-6933.932574
-1.919314,-6932.939548
-1.804924,-6931.946113
-1.694037,-6930.952280
-1.586656,-6929.958063
-1.482780,-6928.963473
-1.382412,-6927.968523
-1.285553,-6926.973226
-1.192203,-6925.977593
-1.102365,-6924.981637
-1.016039,-6923.985371
-0.933226,-6922.988806
-0.853927,-6921.991956
-0.778144,-6920.994832
-0.705876,-6919.997447
-0.637126,-6918.999814
-0.571894,-6918.001944
-0.510181,-6917.003851
-0.451987,-6916.005546
-0.397313,-6915.007042
-0.346161,-6914.008352
-0.298530,-6913.009487
-0.254421,-6912.010461
-0.213835,-6911.011286
-0.176772,-6910.011973
-0.143233,-6909.012536
-0.113218,-6908.012987
-0.086727,-6907.013339
-0.063761,-6906.013603
-0.044321,-6905.013793
-0.028405,-6904.013920
-0.016015,-6903.013997
-0.007151,-6902.014037
-0.001813,-6901.014052
-0.000000,-6900.014054
-0.001714,-6899.014056
-0.006953,-6898.014070
-0.015718,-6897.014109
-0.028009,-6896.014185
-0.043825,-6895.014311
-0.063167,-6894.014498
-0.086033,-6893.014760
-0.112425,-6892.015109
-0.142341,-6891.015557
-0.175781,-6890.016117
-0.212745,-6889.016801
-0.253232,-6888.017621
-0.297242,-6887.018591
-0.344774,-6886.019721
-0.395828,-6885.021026
-0.450402,-6884.022517
-0.508497,-6883.024206
-0.570111,-6882.026107
-0.635245,-6881.028231
-0.703896,-6880.030591
-0.776064,-6879.033199
-0.851749,-6878.036067
-0.930949,-6877.039209
-1.013663,-6876.042636
-1.099890,-6875.046361
-1.189630,-6874.050397
-1.282881,-6873.054755
-1.379642,-6872.059447
-1.479911,-6871.064488
-1.583688,-6870.069888
-1.690971,-6869.075660
-1.801759,-6868.081816
-1.916051,-6867.088369
-2.033844,-6866.095332
-2.155139,-6865.102716
-2.279932,-6864.110533
-2.408223,-6863.118797
-2.540009,-6862.127520
-2.675291,-6861.136713
-2.814064,-6860.146389
-2.956329,-6859.156561
-3.102083,-6858.167241
-3.251324,-6857.178441
-3.404050,-6856.190173
-3.560260,-6855.202449
-3.719952,-6854.215283
-3.883123,-6853.228686
-4.049772,-6852.242670
-4.219897,-6851.257248
-4.393495,-6850.272432
-4.570564,-6849.288234
-4.751102,-6848.304666
-4.935107,-6847.321742
-5.122577,-6846.339472
-5.313509,-6845.357869
-5.507900,-6844.376946
-5.705749,-6843.396714
-5.907053,-6842.417185
-6.111810,-6841.438373
-6.320016,-6840.460288
-6.531670,-6839.482944
-6.746768,-6838.506352
-6.965309,-6837.530525
-7.187288,-6836.555474
-7.412705,-6835.581212
-7.641555,-6834.607751
-7.873835,-6833.635103
-8.109544,-6832.663280
-8.348678,-6831.692294
-8.591234,-6830.722157
-8.837209,-6829.752881
-9.086600,-6828.784479
-9.339404,-6827.816962
-9.595618,-6826.850342
-9.855239,-6825.884632
-10.118262,-6824.919843
-10.384686,-6823.955988
-10.654507,-6822.993078
-10.927721,-6822.031125
-11.204325,-6821.070142
-11.484316,-6820.110139
-11.767690,-6819.151130
-12.054443,-6818.193127
-12.344572,-6817.236140
-12.638074,-6816.280182
-12.934945,-6815.325265
-13.235181,-6814.371400
-13.538778,-6813.418600
-13.845732,-6812.466876
-14.156041,-6811.516241
-14.469699,-6810.566706
-14.786703,-6809.618282
-15.107050,-6808.670982
-15.430734,-6807.724818
-15.757753,-6806.779800
-16.088101,-6805.835942
-16.421775,-6804.893254
-16.758772,-6803.951748
-17.099085,-6803.011437
-17.442712,-6802.072331
-17.789648,-6801.134443
-18.139889,-6800.197784
-18.493430,-6799.262365
-18.850267,-6798.328199
-19.210396,-6797.395297
-19.573811,-6796.463671
-19.940509,-6795.533331
-20.310486,-6794.604291
-20.683735,-6793.676560
-21.060254,-6792.750152
-21.440036,-6791.825076
-21.823078,-6790.901346
-22.209374,-6789.978972
-22.598920,-6789.057965
-22.991711,-6788.138338
-23.387742,-6787.220101
-23.787009,-6786.303267
-24.189505,-6785.387846
-24.595227,-6784.473850
-25.004168,-6783.561290
-25.416325,-6782.650178
-25.831692,-6781.740524
-26.250263,-6780.832341
-26.672034,-6779.925639
-27.096999,-6779.020430
-27.525153,-6778.116725
-27.956491,-6777.214535
-28.391008,-6776.313871
-28.828697,-6775.414746
-29.269554,-6774.517169
-29.713572,-6773.621152
-30.160748,-6772.726706
-30.611074,-6771.833843
-31.064545,-6770.942572
-31.521156,-6770.052907
-31.980902,-6769.164856
-32.443775,-6768.278432
-32.909771,-6767.393646
-33.378884,-6766.510509
-33.851108,-6765.629030
-34.326437,-6764.749223
-34.804864,-6763.871097
-35.286386,-6762.994663
-35.770994,-6762.119932
-36.258683,-6761.246915
-36.749448,-6760.375624
-37.243282,-6759.506068
-37.740178,-6758.638259
-38.240132,-6757.772207
-38.743135,-6756.907923
-39.249183,-6756.045419
-39.758269,-6755.184704
-40.270387,-6754.325789
-40.785530,-6753.468685
-41.303691,-6752.613403
-41.824865,-6751.759953
-42.349045,-6750.908346
-42.876225,-6750.058593
-43.406397,-6749.210703
-43.939555,-6748.364689
-44.475693,-6747.520559
-45.014804,-6746.678325
-45.556882,-6745.837997
-46.101919,-6744.999586
-46.649908,-6744.163101
-47.200844,-6743.328554
-47.754719,-6742.495954
-48.311525,-6741.665313
-48.871258,-6740.836640
-49.433908,-6740.009946
-49.999470,-6739.185241
-50.567936,-6738.362535
-51.139299,-6737.541838
-51.713553,-6736.723161
-52.290689,-6735.906514
-52.870702,-6735.091907
-53.453582,-6734.279350
-54.039325,-6733.468853
-54.627921,-6732.660427
-55.219364,-6731.854080
-55.813646,-6731.049825
-56.410761,-6730.247669
-57.010700,-6729.447624
-57.613456,-6728.649700
-58.219022,-6727.853905
-58.827390,-6727.060251
-59.438553,-6726.268746
-60.052502,-6725.479401
-60.669231,-6724.692226
-61.288731,-6723.907231
-61.910996,-6723.124424
-62.536016,-6722.343817
-63.163785,-6721.565418
-63.794295,-6720.789237
-64.427538,-6720.015284
-65.063505,-6719.243569
-65.702189,-6718.474101
-66.343583,-6717.706890
-66.987678,-6716.941944
-67.634465,-6716.179275
-68.283938,-6715.418891
-68.936088,-6714.660802
-69.590907,-6713.905016
-70.248386,-6713.151544
-70.908518,-6712.400395
-71.571295,-6711.651579
-72.236707,-6710.905104
-72.904747,-6710.160979
-73.575407,-6709.419215
-74.248678,-6708.679820
-74.924552,-6707.942803
-75.603021,-6707.208174
-76.284075,-6706.475942
-76.967707,-6705.746116
-77.653908,-6705.018704
-78.342669,-6704.293717
-79.033982,-6703.571163
-79.727839,-6702.851050
-80.424230,-6702.133389
-81.123148,-6701.418187
-81.824583,-6700.705454
-82.528526,-6699.995199
-83.234970,-6699.287430
-83.943904,-6698.582157
-84.655321,-6697.879387
-85.369211,-6697.179130
-86.085566,-6696.481395
-86.804377,-6695.786190
